area_type,availability,location,size,society,total_sqft,bath,balcony,price,adjusted_price
Plot  Area,18-May,Santacruz,3 Bedroom,Theanmp,3297,3.0,1.0,11000.0,11000.0
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,BMtusLo,1187,2.0,2.0,17142.85714,17142.85714
Built-up  Area,18-Dec,Colaba,3 BHK,,1400,2.0,1.0,3846.153846,4999.9999998
Plot  Area,Ready To Move,Lower Parel,3 Bedroom,,600,2.0,0.0,42553.19149,42553.19149
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1350,2.0,3.0,29411.76471,38235.294123
Plot  Area,Ready To Move,Andheri,3 Bedroom,Raourpl,3000,2.0,2.0,17500.0,21000.0
Super built-up  Area,21-Dec,Juhu,1 BHK,Bhe 2ko,693,1.0,1.0,36561.26482,47529.644265999996
Super built-up  Area,21-May,Kurla,3 BHK,Soeurri,1980,3.0,2.0,7200.0,7200.0
Super built-up  Area,Ready To Move,Powai,2 BHK,Saavem ,1021,2.0,1.0,9538.461538,9538.461538
Super built-up  Area,Ready To Move,Mulund,2 BHK,Prtanha,1165,2.0,2.0,28461.53846,28461.53846
Super built-up  Area,19-Mar,Ghatkopar,3 BHK,Prhar G,1756,3.0,2.0,27397.26027,27397.26027
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,FoapeWa,1739,3.0,1.0,10862.06897,10862.06897
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Caiseur,1280,2.0,,62500.0,62500.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,,1215,2.0,2.0,23809.52381,23809.52381
Super built-up  Area,18-Apr,Santacruz,2 BHK,Sadhii ,950,2.0,1.0,58333.33333,58333.33333
Built-up  Area,Ready To Move,Vile Parle,3 BHK,,1082,2.0,1.0,11013.21586,11013.21586
Super built-up  Area,Ready To Move,Kurla,2 BHK,,1050,2.0,1.0,10000.0,10000.0
Super built-up  Area,Ready To Move,Andheri,2 BHK,Cerdsga,1080,2.0,0.0,15714.28571,18857.142852
Super built-up  Area,Ready To Move,Mulund,2 BHK,Maierr ,1100,2.0,2.0,5666.666667,5666.666667
Plot  Area,Ready To Move,Bandra,4 Bedroom,Aling10,3200,4.0,1.0,7857.142857,7857.142857
Super built-up  Area,Ready To Move,Mulund,2 BHK,PraleSi,1311,2.0,1.0,23333.33333,23333.33333
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,GrrvaGr,1608,3.0,1.0,22000.0,22000.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,,1160,2.0,2.0,21428.57143,27857.142859
Super built-up  Area,Ready To Move,Dadar,2 BHK,Veitaus,1170,2.0,1.0,15000.0,18000.0
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1155,2.0,2.0,22857.14286,22857.14286
Super built-up  Area,18-Dec,Vile Parle,3 BHK,Magiaya,1255,2.0,1.0,18857.14286,18857.14286
Super built-up  Area,Ready To Move,Dadar,2 BHK,,1065,2.0,2.0,20833.33333,24999.999996000002
Super built-up  Area,Ready To Move,Ghatkopar,1 BHK,Guenoa ,674,1.0,1.0,20156.77492,20156.77492
Super built-up  Area,Ready To Move,Santacruz,3 BHK,,1936,4.0,2.0,29661.01695,29661.01695
Super built-up  Area,18-Dec,Powai,3 BHK,,2289,3.0,2.0,16000.0,16000.0
Super built-up  Area,Ready To Move,Powai,2 BHK,,1100,2.0,1.0,29773.1569,29773.1569
Super built-up  Area,Ready To Move,Chembur,3 BHK,DNeremo,2257,4.0,2.0,5988.023952,5988.023952
Super built-up  Area,Ready To Move,Colaba,2 BHK,,1055,2.0,2.0,8000.0,10400.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,GrrvaGr,1530,3.0,3.0,12173.91304,12173.91304
Super built-up  Area,Ready To Move,Goregaon,3 BHK,,1700,3.0,1.0,38888.88889,38888.88889
Super built-up  Area,Ready To Move,Malad,3 BHK,Tentsw ,1575,2.0,2.0,21479.7136,21479.7136
Built-up  Area,Ready To Move,Mulund,3 BHK,Nanorkr,3500,4.0,2.0,24691.35802,24691.35802
Super built-up  Area,Ready To Move,Malad,2 BHK,Ahntyve,1263,2.0,1.0,20958.08383,20958.08383
Super built-up  Area,Ready To Move,Khar,3 BHK,MCvarar,1255 - 1863,3.0,0.0,15089.82036,15089.82036
Super built-up  Area,Ready To Move,Santacruz,2 BHK,MB-laan,1043,2.0,2.0,43333.33333,43333.33333
Super built-up  Area,Ready To Move,Chembur,2 BHK,Shateor,1255,2.0,2.0,22727.27273,22727.27273
Super built-up  Area,18-Mar,Ghatkopar,2 BHK,Shestut,1300 - 1405,2.0,0.0,46428.57143,46428.57143
Super built-up  Area,18-Dec,Chembur,1 BHK,Siageal,590,1.0,0.0,31007.75194,31007.75194
Plot  Area,Ready To Move,Juhu,3 Bedroom,Edreelm,1550,3.0,1.0,3571.428571,4642.8571423
Super built-up  Area,Ready To Move,Chembur,3 BHK,,1220,3.0,3.0,21052.63158,21052.63158
Super built-up  Area,Ready To Move,Chembur,3 BHK,Jants V,1900,3.0,3.0,16071.42857,16071.42857
Super built-up  Area,Ready To Move,Goregaon,3 BHK,,1360,3.0,3.0,9647.058824,9647.058824
Built-up  Area,Ready To Move,Worli,2 BHK,,1100,2.0,1.0,25342.46575,25342.46575
Super built-up  Area,20-Mar,Dadar,3 BHK,Vaarech,1455,3.0,2.0,18285.71429,21942.857148
Built-up  Area,Ready To Move,Vile Parle,2 BHK,Hivesdr,1035,2.0,1.0,22222.22222,22222.22222
Super built-up  Area,Ready To Move,Powai,2 BHK,,1152,2.0,2.0,11428.57143,11428.57143
Super built-up  Area,Ready To Move,Juhu,2 BHK,OriewLa,1299,2.0,2.0,69284.06467,90069.28407100002
Super built-up  Area,18-Nov,Mulund,3 BHK,AsastDe,1157,2.0,1.0,19811.32075,19811.32075
Super built-up  Area,Ready To Move,Dadar,2 BHK,Sovar S,1050,2.0,2.0,45076.28294,54091.539527999994
Super built-up  Area,Ready To Move,Khar,2 BHK,,1050,2.0,2.0,17714.28571,17714.28571
Super built-up  Area,Ready To Move,Dadar,2 BHK,,1246,2.0,1.0,16975.30864,20370.370368
Built-up  Area,Ready To Move,Santacruz,3 BHK,,1929,3.0,2.0,76666.66667,76666.66667
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1285,2.0,1.0,23076.92308,27692.307696
Plot  Area,Ready To Move,Ghatkopar,3 Bedroom,,1200,2.0,0.0,27614.13844,27614.13844
Built-up  Area,Ready To Move,Ghatkopar,4 BHK,,3161,4.0,3.0,28089.88764,28089.88764
Built-up  Area,Ready To Move,Vile Parle,3 BHK,SNe 2ev,1850,3.0,,76470.58824,76470.58824
Built-up  Area,Ready To Move,Worli,3 BHK,Suiseit,1025,2.0,0.0,62500.0,62500.0
Built-up  Area,Ready To Move,Vile Parle,2 BHK,SaeneSe,1124,3.0,2.0,26046.51163,26046.51163
Super built-up  Area,19-Dec,Malad,2 BHK,Soresea,1012,2.0,1.0,21481.48148,21481.48148
Super built-up  Area,Ready To Move,Chembur,7 BHK,Bancyri,4500,5.0,3.0,17738.09524,17738.09524
Super built-up  Area,Ready To Move,Santacruz,2 BHK,i1rtsCo,871,2.0,2.0,63923.07692,63923.07692
Built-up  Area,Ready To Move,Chembur,2 BHK,Mae 2ow,1020,2.0,2.0,30120.48193,30120.48193
Super built-up  Area,Ready To Move,Mulund,3 BHK,Sovar S,1550,3.0,3.0,33333.33333,33333.33333
Plot  Area,Ready To Move,Dadar,3 Bedroom,,3515,3.0,1.0,56470.58824,67764.705888
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,DLhtsnd,1410,2.0,2.0,44444.44444,44444.44444
Plot  Area,18-Dec,Lower Parel,4 Bedroom,Theanmp,3500,5.0,3.0,44736.84211,44736.84211
Super built-up  Area,18-Apr,Andheri,2 BHK,Prtates,1118,2.0,1.0,21533.44209,25840.130508
Super built-up  Area,Ready To Move,Powai,2 BHK,Bhmesy ,1098,2.0,1.0,28070.17544,28070.17544
Super built-up  Area,Ready To Move,Dadar,2 BHK,,1130,2.0,1.0,50000.0,60000.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Trurea ,1145,2.0,2.0,42857.14286,42857.14286
Plot  Area,Ready To Move,Lower Parel,3 Bedroom,,950,3.0,1.0,23170.73171,23170.73171
Super built-up  Area,Ready To Move,Dadar,2 BHK,GSnts A,1051,2.0,1.0,34918.03279,41901.639348
Plot  Area,Ready To Move,Vile Parle,7 Bedroom,,600,7.0,,22460.49661,22460.49661
Super built-up  Area,18-Apr,Borivali,2 BHK,,1102,2.0,2.0,25000.0,25000.0
Super built-up  Area,Ready To Move,Khar,2 BHK,Tahtsla,1478,2.0,2.0,32307.69231,32307.69231
Super built-up  Area,18-Aug,Goregaon,1 BHK,SunceEs,645,1.0,1.0,64080.94435,64080.94435
Carpet  Area,18-Dec,Santacruz,2 BHK,Arcia S,823,2.0,1.0,29914.52991,29914.52991
Super built-up  Area,21-Dec,Vile Parle,2 BHK,,880,2.0,1.0,90322.58065,90322.58065
Built-up  Area,Ready To Move,Juhu,4 Bedroom,,600,5.0,2.0,62500.0,81250.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,PrityTr,1991,4.0,2.0,76470.58824,99411.764712
Built-up  Area,Ready To Move,Powai,3 BHK,,1100,3.0,1.0,39598.10875,39598.10875
Super built-up  Area,Ready To Move,Powai,3 BHK,MauilTr,1745,3.0,2.0,37500.0,37500.0
Built-up  Area,17-Sep,Chembur,2 BHK,,1226,3.0,1.0,19310.34483,19310.34483
Plot  Area,Ready To Move,Juhu,3 Bedroom,,680,4.0,1.0,36199.09502,47058.823526
Super built-up  Area,Ready To Move,Chembur,2 BHK,,1100,2.0,1.0,20740.74074,20740.74074
Plot  Area,Ready To Move,Lower Parel,4 Bedroom,,1200,4.0,3.0,25909.09091,25909.09091
Super built-up  Area,Ready To Move,Kurla,2 BHK,Sorta S,1450,2.0,1.0,7647.058824,7647.058824
Super built-up  Area,Ready To Move,Kurla,4 BHK,,3366,4.0,,23626.37363,23626.37363
Built-up  Area,Ready To Move,Goregaon,2 BHK,,1150,2.0,1.0,43357.93358,43357.93358
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,Puestol,1843,3.0,2.0,25600.0,25600.0
Plot  Area,Ready To Move,Bandra,4 Bedroom,,2200,4.0,2.0,17391.30435,17391.30435
Built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1090,3.0,2.0,16086.95652,16086.95652
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Binorn ,1132,2.0,2.0,18106.99588,18106.99588
Super built-up  Area,Ready To Move,Chembur,2 BHK,RatosAr,1375,2.0,2.0,18666.66667,18666.66667
Plot  Area,Ready To Move,Malad,4 Bedroom,,1500,5.0,3.0,6880.0,6880.0
Super built-up  Area,Ready To Move,Dadar,1 BHK,Bhmesy ,760,1.0,2.0,27083.33333,32499.999996
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1180,2.0,2.0,16274.86438,19529.837256
Super built-up  Area,Ready To Move,Colaba,2 BHK,DLhtsan,918,2.0,2.0,14166.66667,18416.666671000003
Plot  Area,Ready To Move,Worli,5 Bedroom,,600,5.0,,21764.70588,21764.70588
Built-up  Area,Ready To Move,Khar,2 Bedroom,,1200,1.0,0.0,17713.36554,17713.36554
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,SrisePo,1372,2.0,1.0,16203.7037,16203.7037
Plot  Area,Ready To Move,Lower Parel,7 Bedroom,,2400,7.0,3.0,4148.148148,4148.148148
Super built-up  Area,Ready To Move,Goregaon,3 BHK,SoystAm,1728,3.0,2.0,9371.428571,9371.428571
Super built-up  Area,Ready To Move,Khar,3 BHK,Sariaat,2215,3.0,1.0,47222.22222,47222.22222
Super built-up  Area,Ready To Move,Mulund,2 BHK,Crentt ,1200,2.0,2.0,19166.66667,19166.66667
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Vador S,1280,2.0,,20000.0,20000.0
Plot  Area,Ready To Move,Santacruz,4 Bedroom,,800,4.0,,24150.9434,24150.9434
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,ViisePa,1455,2.0,2.0,17777.77778,17777.77778
Super built-up  Area,20-Aug,Bandra,1 RK,AsNowre,440,1.0,0.0,25035.76538,25035.76538
Plot  Area,Ready To Move,Chembur,3 Bedroom,Nathira,1500,3.0,2.0,14705.88235,14705.88235
Super built-up  Area,Ready To Move,Mulund,3 BHK,Brony H,1800,3.0,,18333.33333,18333.33333
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1525,3.0,2.0,14000.0,18200.0
Super built-up  Area,Ready To Move,Mulund,2 BHK,,1204,2.0,3.0,34188.03419,34188.03419
Super built-up  Area,19-Dec,Kurla,2 BHK,SheldGr,1225,2.0,1.0,9000.0,9000.0
Built-up  Area,Ready To Move,Khar,6 Bedroom,,800,6.0,3.0,46031.74603,46031.74603
Super built-up  Area,Ready To Move,Goregaon,3 BHK,Esave E,1650,3.0,,18750.0,18750.0
Built-up  Area,Ready To Move,Vile Parle,3 BHK,Itelaa ,880,2.0,1.0,34090.90909,34090.90909
Built-up  Area,Ready To Move,Kurla,4 Bedroom,,4200,4.0,2.0,22560.6317,22560.6317
Plot  Area,Ready To Move,Dadar,2 Bedroom,,1200,2.0,0.0,15706.80628,18848.167536
Plot  Area,Ready To Move,Mulund,4 Bedroom,,1152,4.0,1.0,38461.53846,38461.53846
Super built-up  Area,Ready To Move,Powai,2 BHK,NaensGa,1005,2.0,1.0,22448.97959,22448.97959
Super built-up  Area,20-Dec,Goregaon,3 BHK,Oreldhi,1562,3.0,2.0,5084.745763,5084.745763
Built-up  Area,Ready To Move,Colaba,4 Bedroom,Soyleif,5000,5.0,2.0,23750.0,30875.0
Plot  Area,Ready To Move,Vile Parle,6 Bedroom,,810,5.0,2.0,15517.24138,15517.24138
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,,1200,2.0,3.0,24285.71429,24285.71429
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,,1555,3.0,2.0,37527.59382,37527.59382
Plot  Area,Ready To Move,Khar,2 Bedroom,,1550,2.0,1.0,15546.21849,15546.21849
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,BainePr,1190,2.0,2.0,19508.44854,19508.44854
Built-up  Area,Ready To Move,Ghatkopar,2 BHK,KsonsCa,1070,2.0,2.0,26666.66667,26666.66667
Plot  Area,Immediate Possession,Vile Parle,,AsdiaAr,1200 - 2400,,,28169.01408,28169.01408
Super built-up  Area,Ready To Move,Powai,2 BHK,ShshaSa,1020,2.0,1.0,17605.6338,17605.6338
Super built-up  Area,Ready To Move,Borivali,3 BHK,,1610,3.0,1.0,35618.87801,35618.87801
Super built-up  Area,Ready To Move,Andheri,1 BHK,,700,1.0,1.0,5000.0,6000.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,Rainet ,1300,2.0,1.0,12758.62069,12758.62069
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,Mahosya,1420,2.0,1.0,19166.66667,19166.66667
Plot  Area,Ready To Move,Kurla,9 Bedroom,,1200,9.0,2.0,24509.80392,24509.80392
Carpet  Area,18-Dec,Goregaon,3 BHK,Arcia S,1069,3.0,2.0,5000.0,5000.0
Super built-up  Area,Ready To Move,Dadar,3 BHK,PueraRi,1900,3.0,3.0,25882.35294,31058.823528
Super built-up  Area,18-May,Kurla,2 BHK,Jaades ,1655,2.0,1.0,33783.78378,33783.78378
Super built-up  Area,Ready To Move,Goregaon,2 BHK,SLnssPr,1155,2.0,2.0,6380.952381,6380.952381
Built-up  Area,Ready To Move,Ghatkopar,3 BHK,Esatea ,1300,2.0,2.0,7941.176471,7941.176471
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Amhidte,1100,2.0,2.0,18125.0,18125.0
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Arensh ,1030,2.0,2.0,38461.53846,38461.53846
Super built-up  Area,Ready To Move,Kurla,2 BHK,Prlla C,2105,2.0,1.0,25454.54545,25454.54545
Built-up  Area,Ready To Move,Dadar,3 BHK,Prsun S,1700,3.0,2.0,2880.0,3456.0
Super built-up  Area,Ready To Move,Khar,3 BHK,BrdgeNo,1760,3.0,2.0,18544.93581,18544.93581
Built-up  Area,Ready To Move,Lower Parel,9 Bedroom,,6200,9.0,0.0,59759.24334,59759.24334
Built-up  Area,Ready To Move,Mulund,2 BHK,,1400,2.0,1.0,5578.947368,5578.947368
Super built-up  Area,Ready To Move,Kurla,2 BHK,,1200,2.0,0.0,4269.662921,4269.662921
Built-up  Area,Ready To Move,Worli,2 BHK,Haaceal,912,2.0,1.0,30000.0,30000.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,,1102,2.0,1.0,16666.66667,16666.66667
Super built-up  Area,Ready To Move,Dadar,3 BHK,Aconyit,1535,3.0,1.0,52777.77778,63333.333335999996
Super built-up  Area,Ready To Move,Colaba,2 BHK,RInceeg,1243,2.0,2.0,11818.18182,15363.636366
Super built-up  Area,Ready To Move,Kurla,2 BHK,DLhtsan,918,2.0,2.0,16470.58824,16470.58824
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,MJilayl,1500,2.0,3.0,34108.52713,34108.52713
Plot  Area,Ready To Move,Dadar,3 Bedroom,,3000,3.0,0.0,58333.33333,69999.999996
Super built-up  Area,Ready To Move,Colaba,3 BHK,HMwerCo,1476,3.0,0.0,11000.0,14300.0
Super built-up  Area,18-Apr,Powai,2 BHK,,1200,2.0,3.0,10833.33333,10833.33333
Super built-up  Area,21-Jun,Khar,1 BHK,Saityat,606,1.0,0.0,21818.18182,21818.18182
Super built-up  Area,Ready To Move,Mulund,2 BHK,,1100,2.0,3.0,9333.333333,9333.333333
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1295,2.0,1.0,13535.03185,17595.541405
Built-up  Area,Ready To Move,Mulund,1 BHK,AdingSV,527,1.0,0.0,12500.0,12500.0
Super built-up  Area,Ready To Move,Andheri,2 BHK,Drerspe,1300,2.0,2.0,19097.22222,22916.666664
Plot  Area,Ready To Move,Lower Parel,3 Bedroom,,680,4.0,1.0,21176.47059,21176.47059
Plot  Area,Ready To Move,Worli,1 Bedroom,,1260,1.0,0.0,42307.69231,42307.69231
Built-up  Area,Ready To Move,Worli,2 BHK,Vaanda ,1140,2.0,1.0,60000.0,60000.0
Plot  Area,Ready To Move,Bandra,1 Bedroom,,1500,1.0,0.0,10000.0,10000.0
Super built-up  Area,18-Dec,Juhu,3 BHK,Prtates,2321,4.0,1.0,35714.28571,46428.571422999994
Super built-up  Area,Ready To Move,Powai,2 BHK,,1390,2.0,2.0,30000.0,30000.0
Super built-up  Area,Ready To Move,Bandra,3 BHK,Asncywo,1725,3.0,3.0,7440.47619,7440.47619
Super built-up  Area,18-May,Colaba,4 BHK,SNontle,3067,4.0,1.0,34615.38462,45000.000005999995
Super built-up  Area,18-Mar,Kurla,3 BHK,Koagati,1186,2.0,1.0,8333.333333,8333.333333
Super built-up  Area,18-Dec,Worli,2 BHK,PrityFa,1230,2.0,1.0,14651.16279,14651.16279
Built-up  Area,Ready To Move,Bandra,1 BHK,,600,1.0,1.0,15294.11765,15294.11765
Super built-up  Area,18-Dec,Mulund,3 BHK,,1313,3.0,1.0,6435.643564,6435.643564
Plot  Area,Ready To Move,Malad,2 Bedroom,,900,2.0,0.0,42857.14286,42857.14286
Super built-up  Area,Ready To Move,Borivali,2 BHK,,1250,2.0,2.0,21071.42857,21071.42857
Plot  Area,Ready To Move,Kurla,9 Bedroom,,1200,6.0,3.0,9859.15493,9859.15493
Super built-up  Area,19-Dec,Bandra,1 BHK,She 2rk,660,1.0,1.0,23581.13509,23581.13509
Super built-up  Area,Ready To Move,Chembur,2 BHK,Tinori ,1036,2.0,2.0,22115.38462,22115.38462
Built-up  Area,Ready To Move,Santacruz,4 BHK,,2700,4.0,3.0,21951.21951,21951.21951
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Teilsaf,1100,2.0,1.0,4840.764331,4840.764331
Plot  Area,Immediate Possession,Lower Parel,,Ajleyor,1500 - 2400,,,19512.19512,19512.19512
Plot  Area,Ready To Move,Goregaon,4 Bedroom,,1500,2.0,1.0,5527.638191,5527.638191
Plot  Area,Ready To Move,Andheri,4 Bedroom,,525,5.0,2.0,7954.545455,9545.454546
Built-up  Area,Ready To Move,Dadar,2 BHK,GaicaVe,1015,2.0,1.0,23679.41712,28415.300543999998
Plot  Area,Ready To Move,Lower Parel,1 Bedroom,,812,1.0,0.0,17142.85714,17142.85714
Built-up  Area,Ready To Move,Lower Parel,3 BHK,,1360,2.0,2.0,35000.0,35000.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,Ceste C,2167,3.0,3.0,34880.0,34880.0
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,,1200,2.0,1.0,34951.45631,34951.45631
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,MJarlPe,1165,2.0,2.0,21875.0,21875.0
Super built-up  Area,Ready To Move,Mulund,2 BHK,NDclenn,1274,2.0,2.0,16551.72414,16551.72414
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,GrrvaGr,1151,2.0,2.0,42229.72973,42229.72973
Plot  Area,Ready To Move,Santacruz,6 Bedroom,,1060,6.0,3.0,21367.52137,21367.52137
Super built-up  Area,Ready To Move,Santacruz,3 BHK,ShdhiSa,1626,2.0,2.0,26041.66667,26041.66667
Super built-up  Area,Ready To Move,Mulund,2 BHK,,1035,2.0,2.0,25000.0,25000.0
Plot  Area,Ready To Move,Vile Parle,3 Bedroom,,1272,4.0,0.0,33333.33333,33333.33333
Built-up  Area,Ready To Move,Dadar,2 BHK,,965,2.0,1.0,18333.33333,21999.999996000002
Plot  Area,Ready To Move,Bandra,5 Bedroom,,1600,5.0,2.0,11666.66667,11666.66667
Super built-up  Area,Ready To Move,Colaba,2 BHK,,1070,2.0,1.0,16129.03226,20967.741938
Built-up  Area,Ready To Move,Bandra,3 BHK,Spensas,1570,2.0,2.0,39393.93939,39393.93939
Built-up  Area,Ready To Move,Santacruz,2 BHK,PSterAs,117Sq. Yards,2.0,2.0,31374.50199,31374.50199
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,NianaKe,780,2.0,2.0,22823.77919,22823.77919
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,,1000,2.0,1.0,16971.27937,16971.27937
Plot  Area,Ready To Move,Kurla,4 Bedroom,,1200,3.0,2.0,13333.33333,13333.33333
Built-up  Area,Ready To Move,Vile Parle,7 Bedroom,,7500,7.0,2.0,23357.66423,23357.66423
Built-up  Area,Ready To Move,Chembur,3 BHK,,1700,2.0,3.0,24836.60131,24836.60131
Super built-up  Area,Ready To Move,Goregaon,3 BHK,RBersll,1850,3.0,,7222.222222,7222.222222
Built-up  Area,Ready To Move,Lower Parel,2 BHK,DSdorSp,904,2.0,1.0,82608.69565,82608.69565
Super built-up  Area,Ready To Move,Colaba,2 BHK,ALtonea,1121,2.0,1.0,12857.14286,16714.285718
Super built-up  Area,Ready To Move,Colaba,3 BHK,Vasta C,1385,2.0,2.0,28452.38095,36988.095235
Super built-up  Area,Ready To Move,Chembur,2 BHK,Rauil T,1270,2.0,1.0,10000.0,10000.0
Super built-up  Area,Ready To Move,Bandra,3 BHK,JRrnauv,1450,3.0,3.0,36153.84615,36153.84615
Plot  Area,Ready To Move,Goregaon,3 Bedroom,,2400,4.0,2.0,14444.44444,14444.44444
Super built-up  Area,Ready To Move,Kurla,1 BHK,,730,1.0,1.0,14236.90205,14236.90205
Super built-up  Area,Ready To Move,Worli,3 BHK,GrrvaGr,1580,3.0,3.0,14367.81609,14367.81609
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,Teire G,1111,2.0,1.0,15652.17391,15652.17391
Plot  Area,Ready To Move,Bandra,4 Bedroom,,1125,2.0,1.0,20647.32143,20647.32143
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Maine J,977,2.0,2.0,47413.7931,47413.7931
Super built-up  Area,18-Dec,Malad,2 BHK,,674,1.0,1.0,6000.0,6000.0
Plot  Area,18-Apr,Borivali,3 Bedroom,,600,3.0,1.0,33057.85124,33057.85124
Plot  Area,Ready To Move,Bandra,4 Bedroom,Puodsm ,2540,4.0,1.0,17777.77778,17777.77778
Super built-up  Area,17-Dec,Powai,2 BHK,BrdgeNo,1290,2.0,1.0,19230.76923,19230.76923
Plot  Area,Ready To Move,Dadar,3 Bedroom,,600,3.0,1.0,4404.761905,5285.714286
Super built-up  Area,Ready To Move,Goregaon,2 BHK,SLtias ,795,2.0,1.0,11363.63636,11363.63636
Super built-up  Area,20-Dec,Bandra,2 BHK,PrarePa,700,1.0,1.0,3755.364807,3755.364807
Built-up  Area,Ready To Move,Chembur,2 BHK,RMcesa ,1463,1.0,1.0,19830.02833,19830.02833
Built-up  Area,Ready To Move,Mulund,3 Bedroom,,1000,3.0,0.0,19047.61905,19047.61905
Super built-up  Area,Ready To Move,Mulund,3 BHK,,1306,2.0,2.0,15789.47368,15789.47368
Super built-up  Area,Ready To Move,Andheri,3 BHK,,2401,3.0,2.0,20792.07921,24950.495052
Plot  Area,Ready To Move,Bandra,4 Bedroom,Prana S,1670,3.0,0.0,16666.66667,16666.66667
Built-up  Area,Ready To Move,Juhu,3 BHK,Rathira,1875,2.0,3.0,19125.68306,24863.387978
Plot  Area,Ready To Move,Mulund,3 Bedroom,AreraRe,1200,3.0,1.0,30148.42301,30148.42301
Super built-up  Area,Ready To Move,Khar,3 BHK,,1804,3.0,2.0,24126.45591,24126.45591
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Prhtsok,2065,4.0,1.0,62713.79704,62713.79704
Super built-up  Area,Ready To Move,Powai,3 BHK,Deiveer,1225,3.0,1.0,7000.0,7000.0
Super built-up  Area,18-Nov,Worli,2 BHK,Bhe 2ko,934 - 1437,2.0,0.0,21428.57143,21428.57143
Super built-up  Area,Ready To Move,Worli,2 BHK,Trows M,900,2.0,2.0,31250.0,31250.0
Super built-up  Area,19-Dec,Dadar,2 BHK,She 2rk,1350,2.0,1.0,20909.09091,25090.909091999998
Super built-up  Area,Ready To Move,Andheri,1 BHK,Baowsig,700,1.0,0.0,27096.77419,32516.129028
Super built-up  Area,18-Jun,Malad,2 BHK,Gopia O,980 - 1030,2.0,0.0,35658.91473,35658.91473
Super built-up  Area,Ready To Move,Andheri,2 BHK,,1160,2.0,1.0,17142.85714,20571.428568
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,ChionCo,1680,3.0,,9090.909091,9090.909091
Carpet  Area,Ready To Move,Vile Parle,2 BHK,CharkR ,1043,2.0,2.0,17500.0,17500.0
Plot  Area,Ready To Move,Mulund,4 Bedroom,,1200,4.0,1.0,21706.58683,21706.58683
Super built-up  Area,Ready To Move,Powai,2 BHK,Diaveic,1040,2.0,2.0,12666.66667,12666.66667
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,Shmolti,1357,2.0,2.0,17222.22222,17222.22222
Plot  Area,Ready To Move,Juhu,7 Bedroom,,1600,7.0,1.0,21428.57143,27857.142859
Super built-up  Area,18-Aug,Bandra,2 BHK,,1225,2.0,2.0,13000.0,13000.0
Plot  Area,Ready To Move,Chembur,9 Bedroom,,1500,6.0,1.0,33333.33333,33333.33333
Super built-up  Area,Ready To Move,Worli,2 BHK,,1130,2.0,2.0,32142.85714,32142.85714
Built-up  Area,Ready To Move,Dadar,4 Bedroom,,2500,4.0,1.0,22624.43439,27149.321267999996
Carpet  Area,Ready To Move,Borivali,3 BHK,,1700,3.0,3.0,30000.0,30000.0
Super built-up  Area,Ready To Move,Dadar,3 BHK,SKterAs,1549,3.0,2.0,28571.42857,34285.714284
